{1,2}	skip moves:[[1 1] [2 2]]; speedup:22.5=>18
{1,2,6,7,8,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:42.27=>42.09
{3,6,7,8,12}	skip moves:[[2 4] [1 5]]; speedup:39.49=>39.36
{1,3,6,7,8,12}	skip moves:[[2 4] [1 5] [3 6]]; speedup:42.26=>41.04
{2,3,6,7,8,12}	skip moves:[[2 4] [1 5] [3 6]]; speedup:40.81=>40.53
{1,2,3,6,7,8,12}	skip moves:[[3 3] [3 6] [2 4] [1 5]]; speedup:41.87=>41.46
{4,6,7,8,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:39.12=>39.12
{1,4,6,7,8,12}	skip moves:[[2 2] [1 3] [2 4] [3 3] [1 5] [4 6]]; speedup:41.87=>40.64
{2,4,6,7,8,12}	skip moves:[[3 3] [1 5] [4 6]]; speedup:40.5=>40.25
{1,2,4,6,7,8,12}	skip moves:[[1 3] [3 3] [1 5] [4 6]]; speedup:41.52=>41.15
{3,4,6,7,8,12}	skip moves:[[4 6] [2 4] [1 5]]; speedup:39.87=>39.81
{1,3,4,6,7,8,12}	skip moves:[[2 2] [3 6] [2 4] [1 5] [4 6]]; speedup:41.01=>40.85
{2,3,4,6,7,8,12}	skip moves:[[1 3] [1 5] [4 6]]; speedup:40.61=>40.53
{1,2,3,4,6,7,8,12}	skip moves:[[1 5] [3 6] [4 6]]; speedup:41.56=>41.3
{1,5,6,7,8,12}	skip moves:[[2 4] [3 3] [5 5] [2 3] [1 4] [5 6]]; speedup:41.59=>40.27
{2,5,6,7,8,12}	skip moves:[[2 3] [5 5] [1 4] [2 4] [3 3] [1 5] [5 6]]; speedup:40.25=>40
{1,2,5,6,7,8,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [5 6]]; speedup:41.42=>40.93
{3,5,6,7,8,12}	skip moves:[[2 4] [1 5] [5 6]]; speedup:39.61=>39.54
{1,3,5,6,7,8,12}	skip moves:[[3 6] [1 4] [2 3] [5 5] [2 4] [5 6]]; speedup:40.75=>40.54
{2,3,5,6,7,8,12}	skip moves:[[1 4] [5 5] [1 5] [2 4] [5 6]]; speedup:40.45=>40.33
{1,2,3,5,6,7,8,12}	skip moves:[[5 5] [1 4] [2 4] [3 6] [5 6]]; speedup:41.36=>41.08
{1,4,5,6,7,8,12}	skip moves:[[5 5] [2 3] [3 3] [2 4] [4 6] [4 5] [5 6]]; speedup:40.49=>40.31
{2,4,5,6,7,8,12}	skip moves:[[5 5] [1 4] [2 3] [1 5] [3 3] [5 6]]; speedup:40.19=>40.14
{1,2,4,5,6,7,8,12}	skip moves:[[1 3] [2 3] [5 5] [3 3] [4 5] [4 6] [5 6]]; speedup:41.16=>40.85
{3,4,5,6,7,8,12}	skip moves:[[5 6] [2 4] [1 5]]; speedup:39.88=>39.83
{1,3,4,5,6,7,8,12}	skip moves:[[3 6] [5 5] [2 3] [2 4] [4 5] [4 6] [5 6]]; speedup:40.76=>40.62
{2,3,4,5,6,7,8,12}	skip moves:[[5 5] [1 4] [4 5] [4 6] [1 5] [5 6]]; speedup:40.52=>40.46
{1,2,3,4,5,6,7,8,12}	skip moves:[[3 6] [5 5] [4 5] [4 6] [5 6]]; speedup:41.1=>40.97
{1,2,9,12}	skip moves:[[1 1] [2 2]]; speedup:44.24=>42.94
{1,3,9,12}	skip moves:[[1 2] [3 3]]; speedup:45.24=>41.73
{2,3,9,12}	skip moves:[[1 2] [3 3]]; speedup:41.65=>41.21
{1,2,3,9,12}	skip moves:[[2 3]]; speedup:45.07=>43.48
{1,4,9,12}	skip moves:[[1 3] [2 2] [4 4]]; speedup:45.68=>41.21
{2,4,9,12}	skip moves:[[1 3] [4 4]]; speedup:41.1=>40.48
{1,2,4,9,12}	skip moves:[[1 4] [4 4] [1 3] [2 4]]; speedup:44.34=>42.84
{3,4,9,12}	skip moves:[[2 2] [4 4] [1 3]]; speedup:40.09=>40.07
{1,3,4,9,12}	skip moves:[[4 4] [2 2] [3 4]]; speedup:43.11=>41.55
{2,3,4,9,12}	skip moves:[[1 3] [4 4] [3 4]]; speedup:41.3=>41.08
{1,2,3,4,9,12}	skip moves:[[3 3] [3 4] [4 4]]; speedup:42.12=>41.9
{1,5,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:46.19=>40.94
{2,5,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:41.12=>40.1
{1,2,5,9,12}	skip moves:[[2 3] [5 5] [1 5] [1 4] [2 5]]; speedup:43.96=>42.39
{3,5,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:39.83=>39.67
{1,3,5,9,12}	skip moves:[[2 3] [1 4] [5 5] [3 5]]; speedup:42.69=>41.22
{2,3,5,9,12}	skip moves:[[1 4] [5 5] [3 5]]; speedup:41.02=>40.71
{1,2,3,5,9,12}	skip moves:[[2 5] [3 3] [3 5] [5 5] [1 4]]; speedup:42.03=>41.63
{1,4,5,9,12}	skip moves:[[4 4] [2 2] [1 3] [2 3] [5 5]]; speedup:40.91=>40.81
{2,4,5,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:40.37=>40.33
{1,2,4,5,9,12}	skip moves:[[4 4] [1 3] [5 5] [2 3]]; speedup:41.63=>41.28
{3,4,5,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:40.02=>40.01
{1,3,4,5,9,12}	skip moves:[[3 5] [4 4] [2 2] [5 5] [2 3]]; speedup:41.12=>41.02
{2,3,4,5,9,12}	skip moves:[[4 4] [1 3] [1 4] [5 5]]; speedup:40.7=>40.64
{1,2,3,4,5,9,12}	skip moves:[[2 5] [4 4] [5 5] [3 4] [3 5]]; speedup:41.65=>41.46
{1,6,9,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:46.11=>40.8
{2,6,9,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:41=>39.92
{1,2,6,9,12}	skip moves:[[3 3] [2 4] [1 6] [1 5] [2 6]]; speedup:43.85=>42.17
{3,6,9,12}	skip moves:[[1 5] [2 4]]; speedup:39.99=>39.9
{1,3,6,9,12}	skip moves:[[2 4] [1 5]]; speedup:41.25=>41.11
{2,3,6,9,12}	skip moves:[[1 5] [2 4]]; speedup:40.73=>40.59
{1,2,3,6,9,12}	skip moves:[[2 6] [3 3] [2 4] [1 5]]; speedup:41.94=>41.55
{1,4,6,9,12}	skip moves:[[2 2] [4 4] [1 3] [3 3] [2 4] [1 5] [4 6]]; speedup:42.14=>40.64
{2,4,6,9,12}	skip moves:[[1 5] [3 3] [4 6]]; speedup:40.49=>40.14
{1,2,4,6,9,12}	skip moves:[[2 6] [4 4] [1 3] [1 5] [3 3] [4 6]]; speedup:41.61=>41.13
{3,4,6,9,12}	skip moves:[[4 6]]; speedup:40.08=>40.07
{1,3,4,6,9,12}	skip moves:[[4 4] [2 2] [2 4] [1 5] [4 6]]; speedup:41.1=>40.92
{2,3,4,6,9,12}	skip moves:[[4 4] [1 3] [1 5] [4 6]]; speedup:40.66=>40.56
{1,2,3,4,6,9,12}	skip moves:[[4 4] [2 6] [1 5] [3 4] [4 6]]; speedup:41.61=>41.35
{1,5,6,9,12}	skip moves:[[2 3] [1 4] [5 5] [3 3] [2 4] [5 6]]; speedup:41.96=>40.31
{2,5,6,9,12}	skip moves:[[5 5] [2 3] [1 4] [2 4] [1 5] [3 3] [5 6]]; speedup:40.21=>39.89
{1,2,5,6,9,12}	skip moves:[[2 6] [5 5] [2 3] [1 4] [3 3] [2 4] [5 6]]; speedup:41.45=>40.89
{3,5,6,9,12}	skip moves:[[2 3] [5 5] [1 4] [5 6]]; speedup:39.87=>39.82
{1,3,5,6,9,12}	skip moves:[[3 5] [5 5] [2 3] [1 4] [2 4] [5 6]]; speedup:40.88=>40.65
{2,3,5,6,9,12}	skip moves:[[5 5] [1 4] [2 4] [1 5] [5 6]]; speedup:40.47=>40.32
{1,2,3,5,6,9,12}	skip moves:[[2 6] [5 5] [1 4] [2 4] [3 5] [5 6]]; speedup:41.42=>41.12
{4,5,6,9,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:39.41=>39.4
{1,4,5,6,9,12}	skip moves:[[5 5] [2 3] [2 4] [3 3] [4 6] [5 6]]; speedup:40.57=>40.38
{2,4,5,6,9,12}	skip moves:[[5 5] [2 3] [1 4] [1 5] [3 3] [5 6]]; speedup:40.17=>40.11
{1,2,4,5,6,9,12}	skip moves:[[4 4] [1 3] [2 3] [5 5] [3 3] [4 6] [5 6]]; speedup:41.1=>40.83
{3,4,5,6,9,12}	skip moves:[[2 4] [1 5] [5 6] [5 5] [2 3] [1 4]]; speedup:40.01=>39.99
{1,3,4,5,6,9,12}	skip moves:[[2 3] [5 5] [2 4] [4 6] [5 6]]; speedup:40.81=>40.67
{2,3,4,5,6,9,12}	skip moves:[[1 4] [5 5] [1 5] [4 6] [5 6]]; speedup:40.51=>40.43
{1,2,3,4,5,6,9,12}	skip moves:[[2 6] [4 4] [3 5] [5 5] [4 6] [5 6]]; speedup:41.1=>40.99
{1,2,7,9,12}	skip moves:[[2 2]]; speedup:43.97=>43.2
{1,3,7,9,12}	skip moves:[[3 3] [1 2]]; speedup:44.26=>42.01
{2,3,7,9,12}	skip moves:[[3 3] [1 2]]; speedup:41.78=>41.5
{1,2,3,7,9,12}	skip moves:[[2 3]]; speedup:44.79=>43.68
{1,4,7,9,12}	skip moves:[[2 2] [4 4] [1 3]]; speedup:44.44=>41.5
{2,4,7,9,12}	skip moves:[[4 4] [1 3]]; speedup:41.18=>40.78
{1,2,4,7,9,12}	skip moves:[[4 4] [1 3] [1 4] [2 4]]; speedup:44.15=>43.05
{3,4,7,9,12}	skip moves:[[2 2] [4 4] [1 3]]; speedup:40.47=>40.47
{1,3,4,7,9,12}	skip moves:[[4 4] [2 2]]; speedup:41.82=>41.8
{2,3,4,7,9,12}	skip moves:[[4 4] [1 3]]; speedup:41.36=>41.34
{1,2,3,4,7,9,12}	skip moves:[[3 3] [4 4]]; speedup:42.24=>42.14
{1,5,7,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:44.79=>41.22
{2,5,7,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:41.27=>40.52
{1,2,5,7,9,12}	skip moves:[[2 3] [5 5] [1 4] [1 5]]; speedup:42.8=>42.62
{3,5,7,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:40.11=>39.99
{1,3,5,7,9,12}	skip moves:[[2 3] [5 5] [1 4] [3 5]]; speedup:42.6=>41.47
{2,3,5,7,9,12}	skip moves:[[1 4] [5 5] [3 5]]; speedup:41.3=>41.05
{1,2,3,5,7,9,12}	skip moves:[[3 3] [3 5] [5 5] [1 4]]; speedup:42.21=>41.89
{1,4,5,7,9,12}	skip moves:[[4 4] [2 2] [1 3] [2 3] [5 5]]; speedup:41.15=>41.07
{2,4,5,7,9,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:40.71=>40.69
{1,2,4,5,7,9,12}	skip moves:[[4 4] [1 3] [5 5] [2 3]]; speedup:41.84=>41.56
{3,4,5,7,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:40.37=>40.35
{1,3,4,5,7,9,12}	skip moves:[[2 2] [4 4] [3 5] [5 5] [2 3]]; speedup:41.38=>41.29
{2,3,4,5,7,9,12}	skip moves:[[4 4] [1 3] [5 5] [1 4]]; speedup:41.06=>41.02
{1,2,3,4,5,7,9,12}	skip moves:[[4 4] [5 5] [3 5]]; speedup:41.82=>41.72
{1,6,7,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45.2=>41.22
{2,6,7,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:40.98=>40.23
{1,2,6,7,9,12}	skip moves:[[3 3] [2 4] [1 5] [2 6]]; speedup:43.71=>42.4
{3,6,7,9,12}	skip moves:[[2 4] [1 5]]; speedup:40.27=>40.21
{1,3,6,7,9,12}	skip moves:[[2 4] [1 5]]; speedup:41.56=>41.45
{2,3,6,7,9,12}	skip moves:[[2 4] [1 5]]; speedup:40.97=>40.86
{1,2,3,6,7,9,12}	skip moves:[[2 6] [3 3] [2 4] [1 5]]; speedup:42.16=>41.85
{1,4,6,7,9,12}	skip moves:[[1 3] [4 4] [2 2] [2 4] [3 3] [1 5] [4 6]]; speedup:42.23=>40.99
{2,4,6,7,9,12}	skip moves:[[3 3] [1 5] [4 6]]; speedup:40.69=>40.43
{1,2,4,6,7,9,12}	skip moves:[[2 6] [4 4] [1 3] [3 3] [1 5] [4 6]]; speedup:41.83=>41.44
{3,4,6,7,9,12}	skip moves:[[2 4] [1 5] [4 6]]; speedup:40.42=>40.41
{1,3,4,6,7,9,12}	skip moves:[[2 2] [4 4] [2 4] [1 5] [4 6]]; speedup:41.42=>41.27
{2,3,4,6,7,9,12}	skip moves:[[1 5] [4 6]]; speedup:40.94=>40.87
{1,2,3,4,6,7,9,12}	skip moves:[[2 6] [4 4] [1 5] [4 6]]; speedup:41.82=>41.64
{1,5,6,7,9,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [5 6]]; speedup:42.02=>40.66
{2,5,6,7,9,12}	skip moves:[[2 4] [3 3] [1 5] [5 6]]; speedup:40.52=>40.25
{1,2,5,6,7,9,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [5 6]]; speedup:41.72=>41.24
{3,5,6,7,9,12}	skip moves:[[2 3] [5 5] [1 4] [5 6]]; speedup:40.16=>40.12
{1,3,5,6,7,9,12}	skip moves:[[3 5] [5 5] [2 3] [1 4] [2 4] [5 6]]; speedup:41.17=>40.96
{2,3,5,6,7,9,12}	skip moves:[[5 5] [1 4] [2 4] [1 5] [5 6]]; speedup:40.77=>40.64
{1,2,3,5,6,7,9,12}	skip moves:[[2 6] [5 5] [1 4] [2 4] [3 5] [5 6]]; speedup:41.69=>41.42
{4,5,6,7,9,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:39.73=>39.72
{1,4,5,6,7,9,12}	skip moves:[[5 5] [2 3] [3 3] [2 4] [4 6] [5 6]]; speedup:40.86=>40.7
{2,4,5,6,7,9,12}	skip moves:[[4 6] [1 5] [3 3] [5 6]]; speedup:40.49=>40.44
{1,2,4,5,6,7,9,12}	skip moves:[[4 4] [1 3] [2 3] [5 5] [3 3] [4 6] [5 6]]; speedup:41.4=>41.15
{3,4,5,6,7,9,12}	skip moves:[[2 4] [1 5] [5 5] [2 3] [1 4] [5 6]]; speedup:40.34=>40.31
{1,3,4,5,6,7,9,12}	skip moves:[[2 3] [5 5] [2 4] [4 6] [5 6]]; speedup:41.13=>41.02
{2,3,4,5,6,7,9,12}	skip moves:[[1 4] [5 5] [1 5] [4 6] [5 6]]; speedup:40.84=>40.77
{1,2,3,4,5,6,7,9,12}	skip moves:[[4 4] [3 5] [5 5] [4 6] [5 6]]; speedup:41.41=>41.31
{1,2,8,9,12}	skip moves:[[1 1] [2 2]]; speedup:44.19=>43.37
{1,3,8,9,12}	skip moves:[[3 3] [1 2]]; speedup:44.56=>42.18
{2,3,8,9,12}	skip moves:[[3 3] [1 2]]; speedup:41.98=>41.68
{1,2,3,8,9,12}	skip moves:[[2 3]]; speedup:44.99=>43.83
{1,4,8,9,12}	skip moves:[[2 2] [1 3]]; speedup:44.17=>41.7
{2,4,8,9,12}	skip moves:[[1 3]]; speedup:41.3=>41
{1,2,4,8,9,12}	skip moves:[[1 4] [1 3] [2 4]]; speedup:44.43=>43.24
{3,4,8,9,12}	skip moves:[[2 2] [1 3]]; speedup:40.63=>40.62
{1,3,4,8,9,12}	skip moves:[[2 2] [3 4]]; speedup:43.23=>41.99
{2,3,4,8,9,12}	skip moves:[[1 3] [3 4]]; speedup:41.71=>41.54
{1,2,3,4,8,9,12}	skip moves:[[3 3] [3 4]]; speedup:42.43=>42.31
{1,5,8,9,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:45.15=>41.41
{2,5,8,9,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:41.33=>40.61
{1,2,5,8,9,12}	skip moves:[[5 5] [2 3] [1 5] [1 4] [2 5]]; speedup:44=>42.76
{3,5,8,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:40.47=>40.38
{1,3,5,8,9,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:41.78=>41.66
{2,3,5,8,9,12}	skip moves:[[5 5] [1 4]]; speedup:41.25=>41.18
{1,2,3,5,8,9,12}	skip moves:[[2 5] [3 3] [5 5] [1 4]]; speedup:42.3=>42.06
{1,4,5,8,9,12}	skip moves:[[2 2] [1 3] [2 3] [5 5]]; speedup:41.36=>41.28
{2,4,5,8,9,12}	skip moves:[[2 3] [1 4] [5 5]]; speedup:40.88=>40.85
{1,2,4,5,8,9,12}	skip moves:[[1 3] [5 5] [2 3]]; speedup:41.96=>41.72
{1,3,4,5,8,9,12}	skip moves:[[2 2] [5 5] [2 3]]; speedup:41.56=>41.5
{2,3,4,5,8,9,12}	skip moves:[[1 3] [5 5] [1 4]]; speedup:41.2=>41.16
{1,2,3,4,5,8,9,12}	skip moves:[[2 5] [5 5] [3 4]]; speedup:41.97=>41.89
{1,6,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45.05=>41.28
{2,6,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:41.45=>40.65
{1,2,6,8,9,12}	skip moves:[[1 6] [2 4] [3 3] [1 5]]; speedup:42.84=>42.57
{3,6,8,9,12}	skip moves:[[2 4] [1 5]]; speedup:40.47=>40.4
{1,3,6,8,9,12}	skip moves:[[2 4] [1 5]]; speedup:41.65=>41.54
{2,3,6,8,9,12}	skip moves:[[2 4] [1 5]]; speedup:41.27=>41.18
{1,2,3,6,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:42.3=>41.99
{4,6,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:39.79=>39.79
{1,4,6,8,9,12}	skip moves:[[2 2] [1 3] [2 4] [3 3] [1 5] [4 6]]; speedup:42.35=>41.12
{2,4,6,8,9,12}	skip moves:[[3 3] [1 5] [4 6]]; speedup:41.1=>40.84
{1,2,4,6,8,9,12}	skip moves:[[1 3] [3 3] [1 5] [4 6]]; speedup:42=>41.61
{3,4,6,8,9,12}	skip moves:[[2 4] [1 5] [4 6]]; speedup:40.6=>40.59
{1,3,4,6,8,9,12}	skip moves:[[2 2] [2 4] [1 5] [4 6]]; speedup:41.52=>41.37
{2,3,4,6,8,9,12}	skip moves:[[1 3] [1 5] [4 6]]; speedup:41.22=>41.15
{1,2,3,4,6,8,9,12}	skip moves:[[1 5] [3 4] [4 6]]; speedup:42.01=>41.8
{1,5,6,8,9,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [5 6]]; speedup:42.07=>40.76
{2,5,6,8,9,12}	skip moves:[[2 4] [3 3] [1 5] [5 5] [2 3] [1 4] [5 6]]; speedup:40.78=>40.53
{1,2,5,6,8,9,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [5 6]]; speedup:41.84=>41.36
{3,5,6,8,9,12}	skip moves:[[5 6]]; speedup:40.47=>40.45
{1,3,5,6,8,9,12}	skip moves:[[5 5] [1 4] [2 3] [2 4] [5 6]]; speedup:41.3=>41.11
{2,3,5,6,8,9,12}	skip moves:[[5 5] [1 4] [2 4] [1 5] [5 6]]; speedup:41.07=>40.97
{1,2,3,5,6,8,9,12}	skip moves:[[5 5] [1 4] [2 4] [5 6]]; speedup:41.79=>41.58
{4,5,6,8,9,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:40.02=>40.01
{1,4,5,6,8,9,12}	skip moves:[[2 3] [5 5] [3 3] [2 4] [4 6] [5 6]]; speedup:41.02=>40.85
{2,4,5,6,8,9,12}	skip moves:[[2 3] [5 5] [1 4] [1 5] [3 3] [5 6]]; speedup:40.77=>40.73
{1,2,4,5,6,8,9,12}	skip moves:[[1 3] [2 3] [5 5] [3 3] [4 6] [5 6]]; speedup:41.55=>41.31
{3,4,5,6,8,9,12}	skip moves:[[5 6] [2 4] [1 5]]; speedup:40.62=>40.61
{1,3,4,5,6,8,9,12}	skip moves:[[2 3] [5 5] [2 4] [4 6] [5 6]]; speedup:41.27=>41.15
{2,3,4,5,6,8,9,12}	skip moves:[[1 4] [5 5] [1 5] [4 6] [5 6]]; speedup:41.09=>41.04
{1,2,3,4,5,6,8,9,12}	skip moves:[[5 5] [4 6] [5 6]]; speedup:41.56=>41.47
{1,2,7,8,9,12}	skip moves:[[1 1] [2 2]]; speedup:44.16=>43.59
{1,3,7,8,9,12}	skip moves:[[3 3] [1 2]]; speedup:44.13=>42.41
{2,3,7,8,9,12}	skip moves:[[3 3] [1 2]]; speedup:42.13=>41.91
{1,2,3,7,8,9,12}	skip moves:[[2 3]]; speedup:44.88=>44
{1,4,7,8,9,12}	skip moves:[[2 2] [1 3]]; speedup:43.71=>41.93
{2,4,7,8,9,12}	skip moves:[[1 3]]; speedup:41.46=>41.25
{1,2,4,7,8,9,12}	skip moves:[[1 3] [1 4] [2 4]]; speedup:44.34=>43.42
{3,4,7,8,9,12}	skip moves:[[2 2] [1 3]]; speedup:40.95=>40.95
{1,3,4,7,8,9,12}	skip moves:[[2 2]]; speedup:42.21=>42.2
{2,3,4,7,8,9,12}	skip moves:[[1 3]]; speedup:41.78=>41.77
{1,2,3,4,7,8,9,12}	skip moves:[[3 3]]; speedup:42.55=>42.52
{1,5,7,8,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:44.43=>41.65
{2,5,7,8,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:41.54=>40.97
{1,2,5,7,8,9,12}	skip moves:[[5 5] [2 3] [1 4] [1 5]]; speedup:43.12=>42.96
{3,5,7,8,9,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:40.71=>40.64
{1,3,5,7,8,9,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:41.97=>41.88
{2,3,5,7,8,9,12}	skip moves:[[5 5] [1 4]]; speedup:41.53=>41.48
{1,2,3,5,7,8,9,12}	skip moves:[[3 3] [5 5] [1 4]]; speedup:42.47=>42.28
{1,4,5,7,8,9,12}	skip moves:[[2 2] [1 3] [2 3] [5 5]]; speedup:41.56=>41.5
{2,4,5,7,8,9,12}	skip moves:[[1 4] [2 3] [5 5]]; speedup:41.17=>41.15
{1,2,4,5,7,8,9,12}	skip moves:[[1 3] [2 3] [5 5]]; speedup:42.16=>41.95
{1,3,4,5,7,8,9,12}	skip moves:[[2 2] [5 5] [2 3]]; speedup:41.79=>41.74
{2,3,4,5,7,8,9,12}	skip moves:[[5 5] [1 4]]; speedup:41.52=>41.5
{1,2,3,4,5,7,8,9,12}	skip moves:[[5 5]]; speedup:42.12=>42.11
{1,6,7,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:44.68=>41.64
{2,6,7,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:41.49=>40.9
{1,2,6,7,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:42.94=>42.78
{3,6,7,8,9,12}	skip moves:[[2 4] [1 5]]; speedup:40.71=>40.66
{1,3,6,7,8,9,12}	skip moves:[[2 4] [1 5]]; speedup:41.93=>41.84
{2,3,6,7,8,9,12}	skip moves:[[1 5] [2 4]]; speedup:41.47=>41.4
{1,2,3,6,7,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:42.51=>42.25
{4,6,7,8,9,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:40.08=>40.08
{1,4,6,7,8,9,12}	skip moves:[[1 3] [2 2] [3 3] [2 4] [1 5] [4 6]]; speedup:42.47=>41.42
{2,4,6,7,8,9,12}	skip moves:[[3 3] [1 5] [4 6]]; speedup:41.27=>41.06
{1,2,4,6,7,8,9,12}	skip moves:[[1 3] [3 3] [1 5] [4 6]]; speedup:42.2=>41.88
{3,4,6,7,8,9,12}	skip moves:[[2 4] [1 5] [4 6]]; speedup:40.9=>40.88
{1,3,4,6,7,8,9,12}	skip moves:[[2 2] [2 4] [1 5] [4 6]]; speedup:41.79=>41.67
{2,3,4,6,7,8,9,12}	skip moves:[[1 5] [4 6]]; speedup:41.46=>41.4
{1,2,3,4,6,7,8,9,12}	skip moves:[[1 5] [4 6]]; speedup:42.2=>42.05
{1,5,6,7,8,9,12}	skip moves:[[5 5] [2 3] [1 4] [2 4] [3 3] [5 6]]; speedup:42.19=>41.07
{2,5,6,7,8,9,12}	skip moves:[[2 3] [5 5] [1 4] [3 3] [2 4] [1 5] [5 6]]; speedup:41.05=>40.83
{1,2,5,6,7,8,9,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [5 6]]; speedup:42.09=>41.67
{3,5,6,7,8,9,12}	skip moves:[[5 6]]; speedup:40.71=>40.69
{1,3,5,6,7,8,9,12}	skip moves:[[2 3] [5 5] [1 4] [2 4] [5 6]]; speedup:41.55=>41.38
{2,3,5,6,7,8,9,12}	skip moves:[[5 5] [1 4] [2 4] [1 5] [5 6]]; speedup:41.33=>41.24
{1,2,3,5,6,7,8,9,12}	skip moves:[[5 5] [1 4] [2 4] [5 6]]; speedup:42.03=>41.85
{4,5,6,7,8,9,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:40.29=>40.28
{1,4,5,6,7,8,9,12}	skip moves:[[5 5] [2 3] [2 4] [3 3] [4 6] [5 6]]; speedup:41.27=>41.14
{2,4,5,6,7,8,9,12}	skip moves:[[2 3] [5 5] [1 4] [1 5] [3 3] [5 6]]; speedup:41.04=>41.01
{1,2,4,5,6,7,8,9,12}	skip moves:[[1 3] [5 5] [2 3] [3 3] [4 6] [5 6]]; speedup:41.82=>41.6
{3,4,5,6,7,8,9,12}	skip moves:[[5 6] [2 4] [1 5]]; speedup:40.9=>40.88
{1,3,4,5,6,7,8,9,12}	skip moves:[[5 5] [2 3] [2 4] [4 6] [5 6]]; speedup:41.56=>41.46
{2,3,4,5,6,7,8,9,12}	skip moves:[[1 4] [5 5] [4 6] [1 5] [5 6]]; speedup:41.39=>41.34
{1,2,3,4,5,6,7,8,9,12}	skip moves:[[5 5] [4 6] [5 6]]; speedup:41.84=>41.76
{1,2,10,12}	skip moves:[[1 1] [2 2]]; speedup:45.23=>43.8
{1,3,10,12}	skip moves:[[1 2] [3 3]]; speedup:46.4=>42.63
{2,3,10,12}	skip moves:[[1 2] [3 3]]; speedup:42.58=>42.13
{1,2,3,10,12}	skip moves:[[2 3]]; speedup:45.95=>44.27
{1,4,10,12}	skip moves:[[1 3] [2 2] [4 4]]; speedup:46.88=>42.13
{2,4,10,12}	skip moves:[[1 3] [4 4]]; speedup:42.08=>41.43
{1,2,4,10,12}	skip moves:[[1 4] [1 3] [4 4] [2 4]]; speedup:45.24=>43.65
{3,4,10,12}	skip moves:[[4 4] [2 2] [1 3]]; speedup:41.07=>41.04
{1,3,4,10,12}	skip moves:[[4 4] [2 2] [3 4]]; speedup:44.05=>42.42
{2,3,4,10,12}	skip moves:[[4 4] [1 3] [3 4]]; speedup:42.2=>41.98
{1,2,3,4,10,12}	skip moves:[[3 3] [3 4] [4 4]]; speedup:42.98=>42.75
{1,5,10,12}	skip moves:[[1 4] [2 3]]; speedup:46.73=>41.89
{2,5,10,12}	skip moves:[[1 4] [2 3]]; speedup:42.01=>41.12
{1,2,5,10,12}	skip moves:[[2 3] [1 5] [1 4] [2 5]]; speedup:44.96=>43.27
{3,5,10,12}	skip moves:[[2 3] [1 4]]; speedup:40.86=>40.73
{1,3,5,10,12}	skip moves:[[2 3] [1 4] [3 5]]; speedup:43.71=>42.16
{2,3,5,10,12}	skip moves:[[1 4] [3 5]]; speedup:41.98=>41.67
